"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","TOTAL_VISITS","TOTAL_VISITORS","PURCHASE_SCORE","PREDICTED_ACCOUNT_VALUE","SCORE_TIER"
"blue-io.com","Blue Io","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,83,"COLD"
"vertex-data.com","Vertex Data","Logistics and Supply Chain","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",3,1,0.056,157,"COLD"
"nova-solutions.com","Nova Solutions","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,132,"COLD"
"swift-group.com","Swift Group","Entertainment","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Opportunity",423,43,0.750,1091,"HOT"
"prime-data.com","Prime Data","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",1,1,0.052,251,"COLD"
"peak-systems.com","Peak Systems","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",3,1,0.056,647,"COLD"
"blue-digital.com","Blue Digital","Construction","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",4,1,0.058,746,"COLD"
"rapid-labs.com","Rapid Labs","Education Management","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware",22,3,0.194,767,"COLD"
"green-hub.com","Green Hub","Consumer Goods","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,196,"COLD"
"nexus-solutions.com","Nexus Solutions","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",7,5,0.164,153,"COLD"
"blue-media.com","Blue Media","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL",100,30,0.650,253,"HOT"
"rapid-solutions.com","Rapid Solutions","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.054,220,"COLD"
"rapid-tech.com","Rapid Tech","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","MQL",176,11,0.750,499,"HOT"
"nova-io.com","Nova Io","Food & Beverages","Micro ($0-$1MM)","Small (10-49)","Unaware",5,1,0.060,83,"COLD"
"clear-media.com","Clear Media","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",20,1,0.290,117,"COLD"
"stellar-data.com","Stellar Data","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",1,1,0.152,213,"COLD"
"iron-data.com","Iron Data","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",11,4,0.172,147,"COLD"
"green-io.com","Green Io","E-Learning","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",53,6,0.406,693,"WARM"
"smart-cloud.com","Smart Cloud","Logistics and Supply Chain","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,92,"COLD"
"apex-io.com","Apex Io","Education Management","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,212,"COLD"
"iron-solutions.com","Iron Solutions","Hospital & Health Care","Micro ($0-$1MM)","Small (10-49)","Aware",20,1,0.190,288,"COLD"
"vertex-corp.com","Vertex Corp","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",37,5,0.374,206,"WARM"
"blue-group.com","Blue Group","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",103,17,0.606,315,"HOT"
"atlas-systems.com","Atlas Systems","Financial Services","XXLarge ($1B+)","XXLarge (10,000+)","MQL",128,7,0.706,877,"HOT"
"vertex-hub.com","Vertex Hub","Logistics and Supply Chain","XLarge ($200MM-$1B)","Large (1,000-4,999)","MQL",88,25,0.626,796,"HOT"
"blue-media.com","Blue Media","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.058,61,"COLD"
"core-io.com","Core Io","Financial Services","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,179,"COLD"
"swift-net.com","Swift Net","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",8,3,0.166,240,"COLD"
"prime-tech.com","Prime Tech","Software / Information Technology","XXLarge ($1B+)","XXLarge (10,000+)","MQL",225,18,0.850,1017,"HOT"
"prime-digital.com","Prime Digital","Construction","Micro ($0-$1MM)","Micro (1-9)","Aware",6,6,0.162,228,"COLD"
"blue-io.com","Blue Io","Retail","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",5,1,0.160,85,"COLD"
"acme-inc.com","Acme Inc","Retail","Large ($100MM-$200MM)","Large (1,000-4,999)","MQL",55,14,0.660,346,"HOT"
"vertex-cloud.com","Vertex Cloud","Legal Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",3,1,0.056,101,"COLD"
"peak-group.com","Peak Group","Hospital & Health Care","Large ($100MM-$200MM)","Medium-Large (500-999)","MQL",68,14,0.586,262,"HOT"
"nova-net.com","Nova Net","E-Learning","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",1,1,0.052,157,"COLD"
"stellar-works.com","Stellar Works","Telecommunications","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,75,"COLD"
"iron-media.com","Iron Media","Insurance","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",3,1,0.056,169,"COLD"
"global-hub.com","Global Hub","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.054,111,"COLD"
"nova-media.com","Nova Media","Manufacturing","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL",115,19,0.680,309,"HOT"
"vertex-digital.com","Vertex Digital","Food & Beverages","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",4,1,0.058,174,"COLD"
"atlas-inc.com","Atlas Inc","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,134,"COLD"
"smart-labs.com","Smart Labs","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",42,11,0.384,261,"WARM"
"swift-hub.com","Swift Hub","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged",37,15,0.474,269,"WARM"
"green-cloud.com","Green Cloud","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",10,6,0.170,199,"COLD"
"apex-data.com","Apex Data","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Aware",5,5,0.160,173,"COLD"
"core-cloud.com","Core Cloud","Retail","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL",103,20,0.756,286,"HOT"
"stellar-works.com","Stellar Works","Retail","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",1,1,0.152,73,"COLD"
"iron-solutions.com","Iron Solutions","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",5,1,0.160,258,"COLD"
"rapid-hub.com","Rapid Hub","E-Learning","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",16,4,0.182,272,"COLD"
"core-digital.com","Core Digital","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Aware",17,2,0.184,175,"COLD"
"rapid-net.com","Rapid Net","Education Management","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,204,"COLD"
"acme-corp.com","Acme Corp","Automotive","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.058,95,"COLD"
"stellar-tech.com","Stellar Tech","Manufacturing","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",20,4,0.340,96,"WARM"
"nova-systems.com","Nova Systems","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,131,"COLD"
"nova-works.com","Nova Works","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,229,"COLD"
"nexus-labs.com","Nexus Labs","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",2,1,0.054,154,"COLD"
"apex-systems.com","Apex Systems","Retail","Micro ($0-$1MM)","Micro (1-9)","Engaged",15,13,0.430,244,"WARM"
"atlas-data.com","Atlas Data","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.154,82,"COLD"
"atlas-io.com","Atlas Io","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL",228,15,0.850,703,"HOT"
"stellar-media.com","Stellar Media","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.060,64,"COLD"
"smart-works.com","Smart Works","Retail","Micro ($0-$1MM)","Small (10-49)","Engaged",37,11,0.474,286,"WARM"
"cyber-net.com","Cyber Net","Retail","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.160,104,"COLD"
"stellar-io.com","Stellar Io","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","MQL",170,11,0.750,530,"HOT"
"stellar-labs.com","Stellar Labs","Real Estate","XXLarge ($1B+)","XXLarge (10,000+)","MQL",120,24,0.690,930,"HOT"
"green-digital.com","Green Digital","Entertainment","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",67,17,0.434,247,"WARM"
"cyber-inc.com","Cyber Inc","Telecommunications","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",71,17,0.442,319,"WARM"
"clear-digital.com","Clear Digital","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",18,4,0.186,88,"COLD"
"swift-io.com","Swift Io","Manufacturing","Small ($1MM-$10MM)","Small (10-49)","Unaware",3,1,0.056,92,"COLD"
"atlas-works.com","Atlas Works","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Aware",7,2,0.164,256,"COLD"
"global-solutions.com","Global Solutions","E-Learning","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",7,2,0.164,78,"COLD"
"acme-tech.com","Acme Tech","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",170,15,0.750,406,"HOT"
"swift-group.com","Swift Group","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,249,"COLD"
"stellar-hub.com","Stellar Hub","Retail","Small ($1MM-$10MM)","Small (10-49)","Engaged",34,11,0.468,177,"WARM"
"core-io.com","Core Io","E-Learning","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",11,2,0.172,193,"COLD"
"iron-systems.com","Iron Systems","Retail","Small ($1MM-$10MM)","Small (10-49)","Aware",18,3,0.286,208,"COLD"
"apex-works.com","Apex Works","Retail","Micro ($0-$1MM)","Micro (1-9)","Engaged",45,4,0.490,172,"WARM"
"rapid-corp.com","Rapid Corp","E-Learning","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",3,1,0.056,223,"COLD"
"apex-inc.com","Apex Inc","Manufacturing","Micro ($0-$1MM)","Small (10-49)","Aware",18,1,0.186,284,"COLD"
"atlas-works.com","Atlas Works","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.054,246,"COLD"
"nova-group.com","Nova Group","Financial Services","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",4,1,0.058,657,"COLD"
"vertex-labs.com","Vertex Labs","Consumer Goods","XXLarge ($1B+)","XXLarge (10,000+)","MQL",58,28,0.566,824,"HOT"
"nexus-systems.com","Nexus Systems","Telecommunications","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",2,1,0.054,63,"COLD"
"stellar-solutions.com","Stellar Solutions","Consumer Goods","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.052,244,"COLD"
"cyber-inc.com","Cyber Inc","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.054,181,"COLD"
"cyber-group.com","Cyber Group","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.154,65,"COLD"
"stellar-io.com","Stellar Io","Financial Services","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",57,17,0.414,304,"WARM"
"cyber-group.com","Cyber Group","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.054,65,"COLD"
"rapid-systems.com","Rapid Systems","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity",266,17,0.850,623,"HOT"
"cyber-group.com","Cyber Group","Health, Wellness and Fitness","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,63,"COLD"
"smart-tech.com","Smart Tech","Software / Information Technology","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",4,1,0.158,665,"COLD"
"peak-works.com","Peak Works","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Aware",10,5,0.170,146,"COLD"
"global-works.com","Global Works","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,129,"COLD"
"core-tech.com","Core Tech","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",108,12,0.516,301,"HOT"
"bright-digital.com","Bright Digital","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","MQL",172,15,0.850,468,"HOT"
"apex-tech.com","Apex Tech","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL",178,6,0.750,481,"HOT"
"core-hub.com","Core Hub","E-Learning","Micro ($0-$1MM)","Small (10-49)","Aware",6,4,0.162,63,"COLD"
"peak-inc.com","Peak Inc","Telecommunications","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",14,16,0.328,124,"WARM"
"rapid-media.com","Rapid Media","Legal Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL",136,7,0.722,336,"HOT"
"nova-net.com","Nova Net","Consumer Goods","Small ($1MM-$10MM)","Small (10-49)","Unaware",2,1,0.054,159,"COLD"
"peak-tech.com","Peak Tech","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,119,"COLD"
"bright-works.com","Bright Works","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.054,120,"COLD"
"global-tech.com","Global Tech","Retail","Small ($1MM-$10MM)","Small (10-49)","Opportunity",265,49,0.850,753,"HOT"
"rapid-data.com","Rapid Data","Entertainment","Micro ($0-$1MM)","Micro (1-9)","Opportunity",464,47,0.750,1116,"HOT"
"atlas-solutions.com","Atlas Solutions","Financial Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",12,2,0.174,78,"COLD"
"vertex-solutions.com","Vertex Solutions","Education Management","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.052,77,"COLD"
"acme-cloud.com","Acme Cloud","Logistics and Supply Chain","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",4,1,0.058,699,"COLD"
"swift-works.com","Swift Works","Financial Services","Small ($1MM-$10MM)","Small (10-49)","Aware",17,3,0.184,108,"COLD"
"global-tech.com","Global Tech","Telecommunications","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,231,"COLD"
"stellar-inc.com","Stellar Inc","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.058,148,"COLD"
"blue-tech.com","Blue Tech","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",6,3,0.162,132,"COLD"
"peak-corp.com","Peak Corp","Marketing and Advertising","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",11,1,0.172,186,"COLD"
"nova-corp.com","Nova Corp","Insurance","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",60,13,0.420,264,"WARM"
"peak-data.com","Peak Data","Education Management","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",26,15,0.352,686,"WARM"
"smart-group.com","Smart Group","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.060,81,"COLD"
"acme-tech.com","Acme Tech","Retail","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",7,1,0.264,80,"COLD"
"iron-labs.com","Iron Labs","Education Management","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,233,"COLD"
"peak-net.com","Peak Net","Education Management","XXLarge ($1B+)","XXLarge (10,000+)","Engaged",70,14,0.440,766,"WARM"
"peak-systems.com","Peak Systems","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",1,1,0.052,143,"COLD"
"blue-digital.com","Blue Digital","Education Management","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",5,1,0.060,248,"COLD"
"green-systems.com","Green Systems","Financial Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",9,4,0.168,228,"COLD"
"cyber-cloud.com","Cyber Cloud","Hospital & Health Care","Micro ($0-$1MM)","Small (10-49)","Unaware",1,1,0.052,53,"COLD"
"nexus-hub.com","Nexus Hub","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",141,28,0.732,376,"HOT"
"clear-io.com","Clear Io","Retail","Small ($1MM-$10MM)","Small (10-49)","Aware",21,2,0.292,240,"COLD"
"vertex-data.com","Vertex Data","Construction","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",1,1,0.052,153,"COLD"
"iron-digital.com","Iron Digital","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,130,"COLD"
"rapid-net.com","Rapid Net","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",4,4,0.158,204,"COLD"
"peak-data.com","Peak Data","Hospital & Health Care","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",1,1,0.052,636,"COLD"
"global-works.com","Global Works","Entertainment","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",3,1,0.056,129,"COLD"
"smart-digital.com","Smart Digital","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium (200-499)","Opportunity",337,37,0.750,805,"HOT"
"vertex-labs.com","Vertex Labs","Real Estate","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",17,4,0.184,242,"COLD"
"vertex-cloud.com","Vertex Cloud","Marketing and Advertising","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",61,16,0.422,717,"WARM"
"stellar-tech.com","Stellar Tech","Management Consulting","Small ($1MM-$10MM)","Small (10-49)","Aware",9,2,0.168,74,"COLD"
"rapid-net.com","Rapid Net","Telecommunications","Micro ($0-$1MM)","Micro (1-9)","Engaged",71,6,0.442,338,"WARM"
"blue-media.com","Blue Media","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,57,"COLD"
"clear-tech.com","Clear Tech","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",75,5,0.450,803,"WARM"
"nexus-net.com","Nexus Net","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",11,3,0.172,225,"COLD"
"iron-works.com","Iron Works","Software / Information Technology","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",5,1,0.160,592,"COLD"
"iron-systems.com","Iron Systems","Construction","Small ($1MM-$10MM)","Small (10-49)","Engaged",84,16,0.468,340,"WARM"
"stellar-media.com","Stellar Media","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","Engaged",61,6,0.422,176,"WARM"
"peak-corp.com","Peak Corp","Automotive","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",7,1,0.164,178,"COLD"
"vertex-labs.com","Vertex Labs","Insurance","Small ($1MM-$10MM)","Small (10-49)","Unaware",2,1,0.054,212,"COLD"
"atlas-solutions.com","Atlas Solutions","Food & Beverages","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",10,6,0.170,74,"COLD"
"bright-systems.com","Bright Systems","Automotive","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",95,16,0.490,268,"WARM"
"vertex-hub.com","Vertex Hub","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",9,1,0.268,138,"COLD"
"blue-group.com","Blue Group","Software / Information Technology","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",1,1,0.152,611,"COLD"
"blue-data.com","Blue Data","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.154,161,"COLD"
"stellar-tech.com","Stellar Tech","Manufacturing","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,60,"COLD"
"blue-digital.com","Blue Digital","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Engaged",95,17,0.490,428,"WARM"
"blue-works.com","Blue Works","Construction","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",24,16,0.348,227,"WARM"
"peak-hub.com","Peak Hub","Legal Services","XLarge ($200MM-$1B)","Large (1,000-4,999)","Opportunity",114,30,0.678,947,"HOT"
"stellar-group.com","Stellar Group","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",19,2,0.188,192,"COLD"
"swift-net.com","Swift Net","Automotive","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,232,"COLD"
"cyber-group.com","Cyber Group","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Engaged",95,8,0.490,251,"WARM"
"blue-tech.com","Blue Tech","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",5,1,0.060,630,"COLD"
